execucao,arquitetura,lr,partidas,iteracoes,horas,vitoria_pct,ic95_baixo_pct,ic95_alto_pct
bucket_all,anterior,0.001,8200000,4100,3.881,65.409,65.114,65.703
bucket_all,anterior,0.001,8300000,4150,3.928,65.481,65.186,65.775
bucket_all,anterior,0.001,8400000,4200,3.976,65.382,65.087,65.676
bucket_all,anterior,0.001,8500000,4250,4.023,65.32,65.024,65.614
bucket_all,anterior,0.001,8600000,4300,4.07,65.262,64.966,65.557
bucket_all,anterior,0.001,8700000,4350,4.118,65.532,65.237,65.826
bucket_all,anterior,0.001,8800000,4400,4.165,65.555,65.26,65.849
bucket_all,anterior,0.001,8900000,4450,4.213,65.614,65.319,65.908
bucket_all,anterior,0.001,9000000,4500,4.26,65.426,65.131,65.72
bucket_all,anterior,0.001,9100000,4550,4.308,65.434,65.139,65.728
bucket_all,anterior,0.001,9200000,4600,4.355,65.688,65.393,65.982
bucket_all,anterior,0.001,9300000,4650,4.402,65.861,65.566,66.154
bucket_all,anterior,0.001,9400000,4700,4.45,65.584,65.289,65.878
bucket_all,anterior,0.001,9500000,4750,4.497,65.648,65.353,65.942
bucket_all,anterior,0.001,9600000,4800,4.544,65.684,65.389,65.978
bucket_all,anterior,0.001,9700000,4850,4.592,65.407,65.112,65.701
bucket_all,anterior,0.001,9800000,4900,4.64,65.666,65.371,65.96
bucket_all,anterior,0.001,9900000,4950,4.687,65.396,65.101,65.69
bucket_all,anterior,0.001,10000000,5000,4.734,65.734,65.439,66.028
bucket_all,anterior,0.001,10100000,5050,4.782,65.628,65.333,65.922
bucket_all,anterior,0.001,10200000,5100,4.829,65.704,65.409,65.998
bucket_all,anterior,0.001,10300000,5150,4.877,65.622,65.327,65.916
bucket_all,anterior,0.001,10400000,5200,4.924,65.495,65.2,65.789
bucket_all,anterior,0.001,10500000,5250,4.972,65.664,65.369,65.958
bucket_all,anterior,0.001,10600000,5300,5.02,65.742,65.447,66.036
bucket_all,anterior,0.001,10700000,5350,5.067,65.467,65.172,65.761
bucket_all,anterior,0.001,10800000,5400,5.115,65.822,65.527,66.115
bucket_all,anterior,0.001,10900000,5450,5.162,65.65,65.355,65.944
bucket_all,anterior,0.001,11000000,5500,5.209,65.514,65.219,65.808
bucket_all,anterior,0.001,11100000,5550,5.256,65.454,65.159,65.748
bucket_all,anterior,0.001,11200000,5600,5.304,65.523,65.228,65.817
bucket_all,anterior,0.001,11300000,5650,5.351,65.591,65.296,65.885
bucket_all,anterior,0.001,11400000,5700,5.399,65.47,65.175,65.764
bucket_all,anterior,0.001,11500000,5750,5.446,65.406,65.111,65.7
bucket_all,anterior,0.001,11600000,5800,5.494,65.74,65.445,66.034
bucket_all,anterior,0.001,11700000,5850,5.541,65.75,65.455,66.044
bucket_all,anterior,0.001,11800000,5900,5.589,65.604,65.309,65.898
bucket_all,anterior,0.001,11900000,5950,5.636,65.707,65.412,66.001
bucket_all,anterior,0.001,12000000,6000,5.684,65.592,65.297,65.886
bucket_all,anterior,0.001,12100000,6050,5.731,65.518,65.223,65.812
bucket_all,anterior,0.001,12200000,6100,5.779,65.809,65.514,66.102
bucket_all,anterior,0.001,12300000,6150,5.826,65.712,65.417,66.006
bucket_all,anterior,0.001,12400000,6200,5.874,65.718,65.423,66.012
bucket_all,anterior,0.001,12500000,6250,5.921,65.778,65.483,66.071
bucket_all,anterior,0.001,12600000,6300,5.969,65.772,65.477,66.065
bucket_all,anterior,0.001,12700000,6350,6.017,65.793,65.498,66.086
d6_maxwr_lr032,atual,0.032,0,0,0.009,62.631,62.331,62.93
d6_maxwr_lr032,atual,0.032,100000,50,0.029,63.094,62.794,63.393
d6_maxwr_lr032,atual,0.032,200000,100,0.049,62.556,62.256,62.855
d6_maxwr_lr032,atual,0.032,300000,150,0.07,63.045,62.745,63.344
d6_maxwr_lr032,atual,0.032,400000,200,0.092,62.843,62.543,63.142
d6_maxwr_lr032,atual,0.032,500000,250,0.114,62.615,62.315,62.914
d6_maxwr_lr032,atual,0.032,600000,300,0.137,63.336,63.037,63.634
d6_maxwr_lr032,atual,0.032,700000,350,0.159,63.766,63.468,64.063
d6_maxwr_lr032,atual,0.032,800000,400,0.181,63.329,63.03,63.627
d6_maxwr_lr032,atual,0.032,900000,450,0.204,63.435,63.136,63.733
d6_maxwr_lr032,atual,0.032,1000000,500,0.227,63.205,62.906,63.503
d6_maxwr_lr032,atual,0.032,1100000,550,0.249,63.234,62.935,63.532
d6_maxwr_lr032,atual,0.032,1200000,600,0.273,63.366,63.067,63.664
d6_maxwr_lr032,atual,0.032,1300000,650,0.297,63.792,63.494,64.089
d6_maxwr_lr032,atual,0.032,1400000,700,0.322,63.725,63.426,64.022
d6_maxwr_lr032,atual,0.032,1500000,750,0.345,63.746,63.448,64.043
d6_maxwr_lr032,atual,0.032,1600000,800,0.366,63.358,63.059,63.656
d6_maxwr_lr032,atual,0.032,1700000,850,0.388,63.572,63.273,63.87
d6_maxwr_lr032,atual,0.032,1800000,900,0.41,63.746,63.448,64.043
d6_maxwr_lr032,atual,0.032,1900000,950,0.432,63.837,63.539,64.134
d6_maxwr_lr032,atual,0.032,2000000,1000,0.454,63.573,63.274,63.871
d6_maxwr_lr032,atual,0.032,2100000,1050,0.476,63.782,63.484,64.079
d6_maxwr_lr032,atual,0.032,2200000,1100,0.505,64.211,63.913,64.508
d6_maxwr_lr032,atual,0.032,2300000,1150,0.539,63.576,63.277,63.874
d6_maxwr_lr032,atual,0.032,2400000,1200,0.563,63.881,63.583,64.178
d6_maxwr_lr032,atual,0.032,2500000,1250,0.587,63.917,63.619,64.214
d6_maxwr_lr032,atual,0.032,2600000,1300,0.612,64.101,63.803,64.398
d6_maxwr_lr032,atual,0.032,2700000,1350,0.637,64.067,63.769,64.364
d6_maxwr_lr032,atual,0.032,2800000,1400,0.662,63.824,63.526,64.121
d6_maxwr_lr032,atual,0.032,2900000,1450,0.687,64.193,63.895,64.49
d6_maxwr_lr032,atual,0.032,3000000,1500,0.713,63.976,63.678,64.273
d6_maxwr_lr032,atual,0.032,3100000,1550,0.739,63.892,63.594,64.189
d6_maxwr_lr032,atual,0.032,3200000,1600,0.765,63.979,63.681,64.276
d6_maxwr_lr032,atual,0.032,3300000,1650,0.79,64.245,63.947,64.542
d6_maxwr_lr032,atual,0.032,3400000,1700,0.816,64.056,63.758,64.353
d6_maxwr_lr032,atual,0.032,3500000,1750,0.842,63.76,63.462,64.057
d6_maxwr_lr032,atual,0.032,3600000,1800,0.869,63.848,63.55,64.145
d6_maxwr_lr032,atual,0.032,3700000,1850,0.895,63.955,63.657,64.252
d6_maxwr_lr032,atual,0.032,3800000,1900,0.922,63.95,63.652,64.247
d6_maxwr_lr032,atual,0.032,3900000,1950,0.949,63.808,63.51,64.105
d6_maxwr_lr032,atual,0.032,4000000,2000,0.976,63.855,63.557,64.152
d6_maxwr_lr032,atual,0.032,4100000,2050,1.003,63.929,63.631,64.226
d6_maxwr_lr032,atual,0.032,4200000,2100,1.03,63.833,63.535,64.13
d6_maxwr_lr032,atual,0.032,4300000,2150,1.057,63.937,63.639,64.234
d6_maxwr_lr032,atual,0.032,4400000,2200,1.084,63.975,63.677,64.272
d6_maxwr_lr032,atual,0.032,4500000,2250,1.112,63.692,63.393,63.99
d6_maxwr_lr032,atual,0.032,4600000,2300,1.139,64.227,63.929,64.524
d6_maxwr_lr032,atual,0.032,4700000,2350,1.166,63.841,63.543,64.138
d6_maxwr_lr032,atual,0.032,4800000,2400,1.194,64.138,63.84,64.435
d6_maxwr_lr032,atual,0.032,4900000,2450,1.221,63.9,63.602,64.197
d6_maxwr_lr032,atual,0.032,5000000,2500,1.249,64.031,63.733,64.328
d6_maxwr_lr032,atual,0.032,5100000,2550,1.276,64.055,63.757,64.352
d6_maxwr_lr032,atual,0.032,5200000,2600,1.304,63.889,63.591,64.186
d6_maxwr_lr032,atual,0.032,5300000,2650,1.331,64.098,63.8,64.395
d6_maxwr_lr032,atual,0.032,5400000,2700,1.359,64.087,63.789,64.384
d6_maxwr_lr032,atual,0.032,5500000,2750,1.386,64.3,64.002,64.596
d6_maxwr_lr032,atual,0.032,5600000,2800,1.414,63.852,63.554,64.149
d6_maxwr_lr032,atual,0.032,5700000,2850,1.441,64.038,63.74,64.335
d6_maxwr_lr032,atual,0.032,5800000,2900,1.469,63.995,63.697,64.292
d6_maxwr_lr032,atual,0.032,5900000,2950,1.496,64.041,63.743,64.338
d6_maxwr_lr032,atual,0.032,6000000,3000,1.524,64.212,63.914,64.509
d6_maxwr_lr032,atual,0.032,6100000,3050,1.551,64.203,63.905,64.5
d6_maxwr_lr032,atual,0.032,6200000,3100,1.579,63.839,63.541,64.136
d6_maxwr_lr032,atual,0.032,6300000,3150,1.607,64.207,63.909,64.504
d6_maxwr_lr032,atual,0.032,6400000,3200,1.634,63.86,63.562,64.157
d6_maxwr_lr032,atual,0.032,6500000,3250,1.662,63.922,63.624,64.219
d6_maxwr_lr032,atual,0.032,6600000,3300,1.689,64.104,63.806,64.401
d6_maxwr_lr032,atual,0.032,6700000,3350,1.717,64.111,63.813,64.408
d6_maxwr_lr032,atual,0.032,6800000,3400,1.744,64.334,64.037,64.63
d6_maxwr_lr032,atual,0.032,6900000,3450,1.772,64.123,63.825,64.42
d6_maxwr_lr032,atual,0.032,7000000,3500,1.799,64.293,63.995,64.589
d6_maxwr_lr032,atual,0.032,7100000,3550,1.827,64.188,63.89,64.485
d6_maxwr_lr032,atual,0.032,7200000,3600,1.854,64.482,64.185,64.778
d6_maxwr_lr032,atual,0.032,7300000,3650,1.882,64.305,64.008,64.601
d6_maxwr_lr032,atual,0.032,7400000,3700,1.909,63.987,63.689,64.284
d6_maxwr_lr032,atual,0.032,7500000,3750,1.937,64.443,64.146,64.739
d6_maxwr_lr032,atual,0.032,7600000,3800,1.964,64.227,63.929,64.524
d6_maxwr_lr032,atual,0.032,7700000,3850,1.992,64.189,63.891,64.486
d6_maxwr_lr032,atual,0.032,7800000,3900,2.019,64.27,63.972,64.566
d6_maxwr_lr032,atual,0.032,7900000,3950,2.047,64.198,63.9,64.495
d6_maxwr_lr032,atual,0.032,8000000,4000,2.074,64.282,63.984,64.578
d6_maxwr_lr032,atual,0.032,8100000,4050,2.102,64.298,64.0,64.594
d6_maxwr_lr032,atual,0.032,8200000,4100,2.129,64.05,63.752,64.347
d6_maxwr_lr032,atual,0.032,8300000,4150,2.157,64.109,63.811,64.406
d6_maxwr_lr032,atual,0.032,8400000,4200,2.184,64.303,64.006,64.599
d6_maxwr_lr032,atual,0.032,8500000,4250,2.212,64.506,64.209,64.802
d6_maxwr_lr032,atual,0.032,8600000,4300,2.239,64.651,64.354,64.947
d6_maxwr_lr032,atual,0.032,8700000,4350,2.267,64.501,64.204,64.797
d6_maxwr_lr032,atual,0.032,8800000,4400,2.294,64.328,64.031,64.624
d6_maxwr_lr032,atual,0.032,8900000,4450,2.322,64.525,64.228,64.821
d6_maxwr_lr032,atual,0.032,9000000,4500,2.349,64.111,63.813,64.408
d6_maxwr_lr032,atual,0.032,9100000,4550,2.377,64.482,64.185,64.778
d6_maxwr_lr032,atual,0.032,9200000,4600,2.404,64.274,63.976,64.57
d6_maxwr_lr032,atual,0.032,9300000,4650,2.432,64.602,64.305,64.898
d6_maxwr_lr032,atual,0.032,9400000,4700,2.46,64.418,64.121,64.714
d6_maxwr_lr032,atual,0.032,9500000,4750,2.487,64.596,64.299,64.892
d6_maxwr_lr032,atual,0.032,9600000,4800,2.515,64.473,64.176,64.769
d6_maxwr_lr032,atual,0.032,9700000,4850,2.542,64.393,64.096,64.689
d6_maxwr_lr032,atual,0.032,9800000,4900,2.57,64.568,64.271,64.864
d6_maxwr_lr032,atual,0.032,9900000,4950,2.597,64.255,63.957,64.551
d6_maxwr_lr032,atual,0.032,10000000,5000,2.625,64.433,64.136,64.729
d6_maxwr_lr032,atual,0.032,10100000,5050,2.652,64.398,64.101,64.694
d6_maxwr_lr032,atual,0.032,10200000,5100,2.68,64.475,64.178,64.771
d6_maxwr_lr032,atual,0.032,10300000,5150,2.707,64.126,63.828,64.423
d6_maxwr_lr032,atual,0.032,10400000,5200,2.735,64.358,64.061,64.654
d6_maxwr_lr032,atual,0.032,10500000,5250,2.762,64.223,63.925,64.52
d6_maxwr_lr032,atual,0.032,10600000,5300,2.789,64.377,64.08,64.673
d6_maxwr_lr032,atual,0.032,10700000,5350,2.817,64.498,64.201,64.794
d6_maxwr_lr032,atual,0.032,10800000,5400,2.844,64.337,64.04,64.633
d6_maxwr_lr032,atual,0.032,10900000,5450,2.872,64.485,64.188,64.781
d6_maxwr_lr032,atual,0.032,11000000,5500,2.899,64.396,64.099,64.692
d6_maxwr_lr032,atual,0.032,11100000,5550,2.927,64.66,64.363,64.956
d6_maxwr_lr032,atual,0.032,11200000,5600,2.954,64.466,64.169,64.762
d6_maxwr_lr032,atual,0.032,11300000,5650,2.982,64.585,64.288,64.881
d6_maxwr_lr032,atual,0.032,11400000,5700,3.009,64.463,64.166,64.759
d6_maxwr_lr032,atual,0.032,11500000,5750,3.037,64.384,64.087,64.68
d6_maxwr_lr032,atual,0.032,11600000,5800,3.064,64.538,64.241,64.834
d6_maxwr_lr032,atual,0.032,11700000,5850,3.092,64.527,64.23,64.823
d6_maxwr_lr032,atual,0.032,11800000,5900,3.119,64.491,64.194,64.787
d6_maxwr_lr032,atual,0.032,11900000,5950,3.147,64.506,64.209,64.802
d6_maxwr_lr032,atual,0.032,12000000,6000,3.174,64.443,64.146,64.739
d6_maxwr_lr032,atual,0.032,12100000,6050,3.202,64.195,63.897,64.492
d6_maxwr_lr032,atual,0.032,12200000,6100,3.229,64.408,64.111,64.704
d6_maxwr_lr032,atual,0.032,12300000,6150,3.257,64.372,64.075,64.668
d6_maxwr_lr032,atual,0.032,12400000,6200,3.284,64.539,64.242,64.835
d6_maxwr_lr032,atual,0.032,12500000,6250,3.312,64.606,64.309,64.902
d6_maxwr_lr032,atual,0.032,12600000,6300,3.339,64.427,64.13,64.723
d6_maxwr_lr032,atual,0.032,12700000,6350,3.367,64.443,64.146,64.739
d6_maxwr_lr032,atual,0.032,12800000,6400,3.394,64.528,64.231,64.824
d6_maxwr_lr032,atual,0.032,12900000,6450,3.422,64.209,63.911,64.506
d6_maxwr_lr032,atual,0.032,13000000,6500,3.449,64.282,63.984,64.578
d6_maxwr_lr032,atual,0.032,13100000,6550,3.477,64.557,64.26,64.853
d6_maxwr_lr032,atual,0.032,13200000,6600,3.504,64.714,64.417,65.01
d6_maxwr_lr032,atual,0.032,13300000,6650,3.532,64.636,64.339,64.932
d6_maxwr_lr032,atual,0.032,13400000,6700,3.559,64.581,64.284,64.877
d6_maxwr_lr032,atual,0.032,13500000,6750,3.586,64.37,64.073,64.666
d6_maxwr_lr032,atual,0.032,13600000,6800,3.614,64.533,64.236,64.829
d6_maxwr_lr032,atual,0.032,13700000,6850,3.641,64.499,64.202,64.795
d6_maxwr_lr032,atual,0.032,13800000,6900,3.669,64.597,64.3,64.893
d6_maxwr_lr032,atual,0.032,13900000,6950,3.696,64.404,64.107,64.7
d6_maxwr_lr032,atual,0.032,14000000,7000,3.724,64.352,64.055,64.648
d6_maxwr_lr032,atual,0.032,14100000,7050,3.751,64.377,64.08,64.673
d6_maxwr_lr032,atual,0.032,14200000,7100,3.779,64.473,64.176,64.769
d6_maxwr_lr032,atual,0.032,14300000,7150,3.806,64.522,64.225,64.818
d6_maxwr_lr032,atual,0.032,14400000,7200,3.834,64.589,64.292,64.885
d6_maxwr_lr032,atual,0.032,14500000,7250,3.861,64.608,64.311,64.904
d6_maxwr_lr032,atual,0.032,14600000,7300,3.888,64.747,64.45,65.043
d6_maxwr_lr032,atual,0.032,14700000,7350,3.916,64.746,64.449,65.042
d6_maxwr_lr032,atual,0.032,14800000,7400,3.943,64.693,64.396,64.989
d6_maxwr_lr032,atual,0.032,14900000,7450,3.971,64.566,64.269,64.862
d6_maxwr_lr032,atual,0.032,15000000,7500,3.998,64.471,64.174,64.767
d6_maxwr_lr032,atual,0.032,15100000,7550,4.026,64.739,64.442,65.035
d6_maxwr_lr032,atual,0.032,15200000,7600,4.053,64.678,64.381,64.974
d6_maxwr_lr032,atual,0.032,15300000,7650,4.081,64.527,64.23,64.823
d6_maxwr_lr032,atual,0.032,15400000,7700,4.108,64.578,64.281,64.874
d6_maxwr_lr032,atual,0.032,15500000,7750,4.135,64.634,64.337,64.93
d6_maxwr_lr032,atual,0.032,15600000,7800,4.163,64.723,64.426,65.019
d6_maxwr_lr032,atual,0.032,15700000,7850,4.19,64.355,64.058,64.651
d6_maxwr_lr032,atual,0.032,15800000,7900,4.218,64.658,64.361,64.954
d6_maxwr_lr032,atual,0.032,15900000,7950,4.245,64.853,64.557,65.148
d6_maxwr_lr032,atual,0.032,16000000,8000,4.273,64.795,64.498,65.09
d6_maxwr_lr032,atual,0.032,16100000,8050,4.3,64.611,64.314,64.907
d6_maxwr_lr032,atual,0.032,16200000,8100,4.327,64.685,64.388,64.981
d6_maxwr_lr032,atual,0.032,16300000,8150,4.355,64.726,64.429,65.022
d6_maxwr_lr032,atual,0.032,16400000,8200,4.382,64.441,64.144,64.737
d6_maxwr_lr032,atual,0.032,16500000,8250,4.41,64.659,64.362,64.955
d6_maxwr_lr032,atual,0.032,16600000,8300,4.437,64.904,64.608,65.199
d6_maxwr_lr032,atual,0.032,16700000,8350,4.465,64.549,64.252,64.845
d6_maxwr_lr032,atual,0.032,16800000,8400,4.492,64.636,64.339,64.932
d6_maxwr_lr032,atual,0.032,16900000,8450,4.52,64.764,64.467,65.06
d6_maxwr_lr032,atual,0.032,17000000,8500,4.547,64.67,64.373,64.966
d6_maxwr_lr032,atual,0.032,17100000,8550,4.574,64.621,64.324,64.917
d6_maxwr_lr032,atual,0.032,17200000,8600,4.602,64.654,64.357,64.95
d6_maxwr_lr032,atual,0.032,17300000,8650,4.629,64.759,64.462,65.055
d6_maxwr_lr032,atual,0.032,17400000,8700,4.656,64.697,64.4,64.993
d6_maxwr_lr032,atual,0.032,17500000,8750,4.684,64.818,64.521,65.113
d6_maxwr_lr032,atual,0.032,17600000,8800,4.711,64.743,64.446,65.039
d6_maxwr_lr032,atual,0.032,17700000,8850,4.739,64.747,64.45,65.043
d6_maxwr_lr032,atual,0.032,17800000,8900,4.766,64.865,64.569,65.16
d6_maxwr_lr032,atual,0.032,17900000,8950,4.793,64.806,64.509,65.101
d6_maxwr_lr032,atual,0.032,18000000,9000,4.821,64.741,64.444,65.037
d6_maxwr_lr032,atual,0.032,18100000,9050,4.848,64.847,64.551,65.142
d6_maxwr_lr032,atual,0.032,18200000,9100,4.875,64.622,64.325,64.918
d6_maxwr_lr032,atual,0.032,18300000,9150,4.903,64.594,64.297,64.89
d6_maxwr_lr032,atual,0.032,18400000,9200,4.93,64.366,64.069,64.662
d6_maxwr_lr032,atual,0.032,18500000,9250,4.958,64.531,64.234,64.827
d6_maxwr_lr032,atual,0.032,18600000,9300,4.985,64.49,64.193,64.786
d6_maxwr_lr032,atual,0.032,18700000,9350,5.012,64.367,64.07,64.663
d6_maxwr_lr032,atual,0.032,18800000,9400,5.04,64.588,64.291,64.884
d6_maxwr_lr032,atual,0.032,18900000,9450,5.067,64.665,64.368,64.961
d6_maxwr_lr032,atual,0.032,19000000,9500,5.094,64.67,64.373,64.966
d6_maxwr_lr032,atual,0.032,19100000,9550,5.122,64.485,64.188,64.781
d6_maxwr_lr032,atual,0.032,19200000,9600,5.149,64.546,64.249,64.842
d6_maxwr_lr032,atual,0.032,19300000,9650,5.176,64.749,64.452,65.045
d6_maxwr_lr032,atual,0.032,19400000,9700,5.204,64.846,64.55,65.141
d6_maxwr_lr032,atual,0.032,19500000,9750,5.231,64.938,64.642,65.233
d6_maxwr_lr032,atual,0.032,19600000,9800,5.259,64.634,64.337,64.93
d6_maxwr_lr032,atual,0.032,19700000,9850,5.286,64.584,64.287,64.88
d6_maxwr_lr032,atual,0.032,19800000,9900,5.313,64.749,64.452,65.045
d6_maxwr_lr032,atual,0.032,19900000,9950,5.341,64.719,64.422,65.015
d6_maxwr_lr032,atual,0.032,20000000,10000,5.368,64.703,64.406,64.999
d6_maxwr_lr032,atual,0.032,20100000,10050,5.395,64.589,64.292,64.885
d6_maxwr_lr032,atual,0.032,20200000,10100,5.423,64.953,64.657,65.248
d6_maxwr_lr032,atual,0.032,20300000,10150,5.45,64.699,64.402,64.995
d6_maxwr_lr032,atual,0.032,20400000,10200,5.477,64.975,64.679,65.27
d6_maxwr_lr032,atual,0.032,20500000,10250,5.505,64.754,64.457,65.05
d6_maxwr_lr032,atual,0.032,20600000,10300,5.532,64.776,64.479,65.071
d6_maxwr_lr032,atual,0.032,20700000,10350,5.559,64.646,64.349,64.942
d6_maxwr_lr032,atual,0.032,20800000,10400,5.587,64.817,64.52,65.112
d6_maxwr_lr032,atual,0.032,20900000,10450,5.614,64.68,64.383,64.976
d6_maxwr_lr032,atual,0.032,21000000,10500,5.642,64.886,64.59,65.181
d6_maxwr_lr032,atual,0.032,21100000,10550,5.669,64.758,64.461,65.054
d6_maxwr_lr032,atual,0.032,21200000,10600,5.696,64.717,64.42,65.013
d6_maxwr_lr032,atual,0.032,21300000,10650,5.723,64.719,64.422,65.015
d6_maxwr_lr032,atual,0.032,21400000,10700,5.751,64.632,64.335,64.928
d6_maxwr_lr032,atual,0.032,21500000,10750,5.778,64.883,64.587,65.178
d6_maxwr_lr032,atual,0.032,21600000,10800,5.805,64.753,64.456,65.049
d6_maxwr_lr032,atual,0.032,21700000,10850,5.833,64.628,64.331,64.924
d6_maxwr_lr032,atual,0.032,21800000,10900,5.86,64.463,64.166,64.759
d6_maxwr_lr032,atual,0.032,21900000,10950,5.888,64.643,64.346,64.939
d6_maxwr_lr032,atual,0.032,22000000,11000,5.915,64.588,64.291,64.884
d6_maxwr_lr032,atual,0.032,22100000,11050,5.942,64.568,64.271,64.864
d6_maxwr_lr032,atual,0.032,22200000,11100,5.97,64.968,64.672,65.263
d6_maxwr_lr032,atual,0.032,22300000,11150,5.997,64.69,64.393,64.986
d6_maxwr_lr032,atual,0.032,22400000,11200,6.024,64.56,64.263,64.856
d6_maxwr_lr032,atual,0.032,22500000,11250,6.052,64.744,64.447,65.04
d6_maxwr_lr032,atual,0.032,22600000,11300,6.079,64.664,64.367,64.96
d6_maxwr_lr032,atual,0.032,22700000,11350,6.106,64.775,64.478,65.07
d6_maxwr_lr032,atual,0.032,22800000,11400,6.134,64.792,64.495,65.087
d6_maxwr_lr032,atual,0.032,22900000,11450,6.161,64.657,64.36,64.953
d6_maxwr_lr032,atual,0.032,23000000,11500,6.188,64.945,64.649,65.24
d6_maxwr_lr032,atual,0.032,23100000,11550,6.215,64.86,64.564,65.155
d6_maxwr_lr032,atual,0.032,23200000,11600,6.243,64.895,64.599,65.19
d6_maxwr_lr032,atual,0.032,23300000,11650,6.27,64.644,64.347,64.94
d6_maxwr_lr032,atual,0.032,23400000,11700,6.297,64.776,64.479,65.071
d6_maxwr_lr032,atual,0.032,23500000,11750,6.325,64.561,64.264,64.857
d6_maxwr_lr032,atual,0.032,23600000,11800,6.352,64.611,64.314,64.907
d6_maxwr_lr032,atual,0.032,23700000,11850,6.379,64.944,64.648,65.239
d6_maxwr_lr032,atual,0.032,23800000,11900,6.407,64.649,64.352,64.945
d6_maxwr_lr032,atual,0.032,23900000,11950,6.434,64.707,64.41,65.003
d6_maxwr_lr032,atual,0.032,24000000,12000,6.461,64.793,64.496,65.088
d6_maxwr_lr032,atual,0.032,24100000,12050,6.488,64.589,64.292,64.885
d6_maxwr_lr032,atual,0.032,24200000,12100,6.516,64.651,64.354,64.947
d6_maxwr_lr032,atual,0.032,24300000,12150,6.543,64.776,64.479,65.071
d6_maxwr_lr032,atual,0.032,24400000,12200,6.571,64.521,64.224,64.817
d6_maxwr_lr032,atual,0.032,24500000,12250,6.598,64.572,64.275,64.868
d6_maxwr_lr032,atual,0.032,24600000,12300,6.625,64.683,64.386,64.979
d6_maxwr_lr032,atual,0.032,24700000,12350,6.652,64.659,64.362,64.955
d6_maxwr_lr032,atual,0.032,24800000,12400,6.68,64.956,64.66,65.251
d6_maxwr_lr032,atual,0.032,24900000,12450,6.708,64.745,64.448,65.041
d6_maxwr_lr032,atual,0.032,25000000,12500,6.735,64.724,64.427,65.02
d6_maxwr_lr032,atual,0.032,25100000,12550,6.762,65.0,64.704,65.295
d6_maxwr_lr032,atual,0.032,25200000,12600,6.79,64.857,64.561,65.152
d6_maxwr_lr032,atual,0.032,25300000,12650,6.817,64.719,64.422,65.015
d6_maxwr_lr032,atual,0.032,25400000,12700,6.844,64.865,64.569,65.16
d6_maxwr_lr032,atual,0.032,25500000,12750,6.871,64.786,64.489,65.081
d6_maxwr_lr032,atual,0.032,25600000,12800,6.899,64.825,64.528,65.12
d6_maxwr_lr032,atual,0.032,25700000,12850,6.926,64.813,64.516,65.108
d6_maxwr_lr032,atual,0.032,25800000,12900,6.953,64.745,64.448,65.041
d6_maxwr_lr032,atual,0.032,25900000,12950,6.981,64.674,64.377,64.97
d6_maxwr_lr032,atual,0.032,26000000,13000,7.008,64.847,64.551,65.142
d6_maxwr_lr032,atual,0.032,26100000,13050,7.035,64.728,64.431,65.024
d6_maxwr_lr032,atual,0.032,26200000,13100,7.063,64.764,64.467,65.06
d6_maxwr_lr032,atual,0.032,26300000,13150,7.09,64.724,64.427,65.02
d6_maxwr_lr032,atual,0.032,26400000,13200,7.117,64.789,64.492,65.084
d6_maxwr_lr032,atual,0.032,26500000,13250,7.145,64.539,64.242,64.835
d6_maxwr_lr032,atual,0.032,26600000,13300,7.172,64.87,64.574,65.165
d6_maxwr_lr032,atual,0.032,26700000,13350,7.199,64.798,64.501,65.093
d6_maxwr_lr032,atual,0.032,26800000,13400,7.227,64.936,64.64,65.231
d6_maxwr_lr032,atual,0.032,26900000,13450,7.254,64.797,64.5,65.092
d6_maxwr_lr032,atual,0.032,27000000,13500,7.281,64.585,64.288,64.881
d6_maxwr_lr032,atual,0.032,27100000,13550,7.308,64.723,64.426,65.019
d6_maxwr_lr032,atual,0.032,27200000,13600,7.336,64.925,64.629,65.22
d6_maxwr_lr032,atual,0.032,27300000,13650,7.363,64.656,64.359,64.952
d6_maxwr_lr032,atual,0.032,27400000,13700,7.39,64.44,64.143,64.736
d6_maxwr_lr032,atual,0.032,27500000,13750,7.417,64.828,64.531,65.123
d6_maxwr_lr032,atual,0.032,27600000,13800,7.445,64.716,64.419,65.012
d6_maxwr_lr032,atual,0.032,27700000,13850,7.472,64.88,64.584,65.175
d6_maxwr_lr032,atual,0.032,27800000,13900,7.499,65.203,64.907,65.498
d6_maxwr_lr032,atual,0.032,27900000,13950,7.526,64.753,64.456,65.049
d6_maxwr_lr032,atual,0.032,28000000,14000,7.554,64.718,64.421,65.014
d6_maxwr_lr032,atual,0.032,28100000,14050,7.581,64.64,64.343,64.936
d6_maxwr_lr032,atual,0.032,28200000,14100,7.609,64.776,64.479,65.071
d6_maxwr_lr032,atual,0.032,28300000,14150,7.637,64.617,64.32,64.913
d6_maxwr_lr032,atual,0.032,28400000,14200,7.665,64.689,64.392,64.985
d6_maxwr_lr016,atual,0.016,0,0,0.008,62.631,62.331,62.93
d6_maxwr_lr016,atual,0.016,100000,50,0.028,63.196,62.897,63.494
d6_maxwr_lr016,atual,0.016,200000,100,0.048,63.475,63.176,63.773
d6_maxwr_lr016,atual,0.016,300000,150,0.069,63.518,63.219,63.816
d6_maxwr_lr016,atual,0.016,400000,200,0.094,63.471,63.172,63.769
d6_maxwr_lr016,atual,0.016,500000,250,0.12,63.603,63.304,63.901
d6_maxwr_lr016,atual,0.016,600000,300,0.148,63.413,63.114,63.711
